time,node_id,initial_energy,remaining_energy,data_mode,data_rate_mbps,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,speed_m_s,yaw_deg,pitch_deg
11,9,112.902,103.904,DsssRate2Mbps,2,263.978,151.251,162.9,-2.5538,5.93537,-0.607947,6.49,113.281,-5.37503
11,10,130.095,121.096,DsssRate5_5Mbps,5.5,603.221,137.118,139.931,2.51288,6.20459,-0.594191,6.72046,67.9519,-5.07244
11.5,0,1e+06,999991,DsssRate11Mbps,11,500,500,0,0,0,0,0,0,0
11.5,1,132.764,123.354,DsssRate5_5Mbps,5.5,952.195,689.61,134.975,-2.83275,-8.66422,-2.33987,9.41107,-108.105,-14.3965
11.5,2,101.688,92.2801,DsssRate2Mbps,2,894.858,696.083,157.306,-9.70606,-1.33345,0.352238,9.80356,-172.178,2.05905
11.5,3,114.45,105.046,DsssRate11Mbps,11,558.714,612.883,84.7341,6.51967,-5.47201,-1.45269,8.63477,-40.007,-9.68532
11.5,4,103.067,93.6553,DsssRate2Mbps,2,555.061,883.543,58.0695,4.66848,-8.23078,0.190826,9.4645,-60.4382,1.15529
11.5,5,112.874,103.469,DsssRate11Mbps,11,844.075,515.758,94.1178,-6.55135,3.73024,0.655738,7.56735,150.343,4.97111
11.5,6,122.206,112.8,DsssRate5_5Mbps,5.5,608.707,162.778,36.7293,-3.80999,6.70533,3.13136,8.32363,119.605,22.0986
11.5,7,145.576,136.172,DsssRate1Mbps,1,456.465,143.021,86.757,-2.53538,4.9039,0.193065,5.52392,117.34,2.00294
11.5,8,139.507,130.097,DsssRate2Mbps,2,124.367,214.947,44.317,3.87539,4.95301,0.649889,6.32245,51.9592,5.89989
11.5,9,112.902,103.495,DsssRate2Mbps,2,262.701,154.218,162.596,-2.5538,5.93537,-0.607947,6.49,113.281,-5.37503
11.5,10,130.095,120.687,DsssRate5_5Mbps,5.5,604.478,140.22,139.634,2.51288,6.20459,-0.594191,6.72046,67.9519,-5.07244
12,0,1e+06,999990,DsssRate11Mbps,11,500,500,0,0,0,0,0,0,0
12,1,132.764,122.944,DsssRate5_5Mbps,5.5,950.779,685.278,133.805,-2.83275,-8.66422,-2.33987,9.41107,-108.105,-14.3965
12,2,101.688,91.871,DsssRate2Mbps,2,890.005,695.417,157.482,-9.70606,-1.33345,0.352238,9.80356,-172.178,2.05905
